groupName,groupID,subgroupID,year,log_scale_indicator,log_scale_indicator_sd,log_scale_indicator_lci,log_scale_indicator_uci,percent_diff,percent_diff_lci,percent_diff_uci
Grassland Birds: All,40,0,1974,-0.009516,0.0564,-0.121,0.1004,-0.9471,-11.4,10.56
Grassland Birds: All,40,0,1975,-0.02462,0.07572,-0.1707,0.1248,-2.432,-15.69,13.29
Grassland Birds: All,40,0,1976,-0.04432,0.09486,-0.2333,0.1387,-4.335,-20.81,14.88
Grassland Birds: All,40,0,1977,-0.06508,0.1126,-0.2863,0.1548,-6.301,-24.9,16.74
Grassland Birds: All,40,0,1978,-0.08748,0.1278,-0.341,0.1637,-8.376,-28.89,17.78
Grassland Birds: All,40,0,1979,-0.1092,0.141,-0.3896,0.1627,-10.35,-32.27,17.67
Grassland Birds: All,40,0,1980,-0.1312,0.1512,-0.4307,0.1622,-12.29,-34.99,17.61
Grassland Birds: All,40,0,1981,-0.1536,0.1593,-0.4665,0.1561,-14.24,-37.28,16.89
Grassland Birds: All,40,0,1982,-0.1761,0.1654,-0.4982,0.1459,-16.15,-39.24,15.71
Grassland Birds: All,40,0,1983,-0.1976,0.1704,-0.5282,0.1345,-17.93,-41.04,14.39
Grassland Birds: All,40,0,1984,-0.2184,0.1752,-0.5626,0.1223,-19.62,-43.03,13.01
Grassland Birds: All,40,0,1985,-0.2381,0.1798,-0.5892,0.1109,-21.19,-44.52,11.73
Grassland Birds: All,40,0,1986,-0.2563,0.1844,-0.6161,0.1095,-22.61,-46,11.57
Grassland Birds: All,40,0,1987,-0.2739,0.1885,-0.6436,0.09759,-23.96,-47.46,10.25
Grassland Birds: All,40,0,1988,-0.2921,0.1923,-0.6684,0.0859,-25.33,-48.75,8.969
Grassland Birds: All,40,0,1989,-0.3126,0.1955,-0.6953,0.06723,-26.84,-50.11,6.954
Grassland Birds: All,40,0,1990,-0.3358,0.1986,-0.7251,0.05204,-28.52,-51.57,5.342
Grassland Birds: All,40,0,1991,-0.3644,0.2017,-0.7623,0.0285,-30.54,-53.34,2.891
Grassland Birds: All,40,0,1992,-0.3989,0.205,-0.8007,-0.002398,-32.89,-55.1,-0.2395
Grassland Birds: All,40,0,1993,-0.4384,0.2093,-0.8528,-0.03211,-35.49,-57.38,-3.16
Grassland Birds: All,40,0,1994,-0.4821,0.2141,-0.9038,-0.06241,-38.25,-59.5,-6.05
Grassland Birds: All,40,0,1995,-0.5263,0.2196,-0.9616,-0.09601,-40.92,-61.77,-9.154
Grassland Birds: All,40,0,1996,-0.5707,0.2251,-1.018,-0.1262,-43.49,-63.88,-11.86
Grassland Birds: All,40,0,1997,-0.613,0.2303,-1.068,-0.1612,-45.83,-65.61,-14.88
Grassland Birds: All,40,0,1998,-0.6522,0.2351,-1.114,-0.1903,-47.91,-67.18,-17.33
Grassland Birds: All,40,0,1999,-0.6881,0.2397,-1.156,-0.2155,-49.75,-68.53,-19.39
Grassland Birds: All,40,0,2000,-0.7187,0.2441,-1.196,-0.239,-51.26,-69.75,-21.26
Grassland Birds: All,40,0,2001,-0.7432,0.2475,-1.227,-0.2577,-52.44,-70.69,-22.71
Grassland Birds: All,40,0,2002,-0.7603,0.2519,-1.257,-0.2653,-53.25,-71.54,-23.31
Grassland Birds: All,40,0,2003,-0.7718,0.2564,-1.274,-0.2712,-53.78,-72.04,-23.75
Grassland Birds: All,40,0,2004,-0.7787,0.26,-1.288,-0.2663,-54.1,-72.43,-23.38
Grassland Birds: All,40,0,2005,-0.7838,0.2639,-1.3,-0.2682,-54.33,-72.75,-23.53
Grassland Birds: All,40,0,2006,-0.7905,0.2661,-1.314,-0.2691,-54.64,-73.13,-23.6
Grassland Birds: All,40,0,2007,-0.8019,0.269,-1.33,-0.2742,-55.15,-73.56,-23.98
Grassland Birds: All,40,0,2008,-0.8188,0.272,-1.353,-0.2856,-55.91,-74.16,-24.84
Grassland Birds: All,40,0,2009,-0.8408,0.2747,-1.381,-0.2958,-56.86,-74.86,-25.61
Grassland Birds: All,40,0,2010,-0.8668,0.2773,-1.416,-0.3156,-57.97,-75.73,-27.06
Grassland Birds: All,40,0,2011,-0.8948,0.2808,-1.448,-0.3392,-59.13,-76.49,-28.76
Grassland Birds: All,40,0,2012,-0.9227,0.2835,-1.478,-0.3612,-60.26,-77.2,-30.31
Grassland Birds: All,40,0,2013,-0.9501,0.2863,-1.513,-0.3819,-61.33,-77.97,-31.74
Grassland Birds: All,40,0,2014,-0.9754,0.2899,-1.544,-0.3966,-62.29,-78.65,-32.74
Grassland Birds: All,40,0,2015,-0.9984,0.2926,-1.571,-0.4183,-63.15,-79.22,-34.19
Grassland Birds: All,40,0,2016,-1.021,0.2949,-1.598,-0.44,-63.97,-79.76,-35.6
Grassland Birds: All,40,0,2017,-1.042,0.2969,-1.623,-0.4581,-64.72,-80.28,-36.75
Grassland Birds: All,40,0,2018,-1.061,0.2983,-1.646,-0.4752,-65.41,-80.71,-37.83
Grassland Birds: All,40,0,2019,-1.079,0.2999,-1.664,-0.4883,-66.01,-81.06,-38.63
Grassland Birds: All,40,0,2020,-1.093,0.3011,-1.678,-0.4969,-66.47,-81.33,-39.16
Grassland Birds: All,40,0,2021,-1.104,0.3025,-1.693,-0.5038,-66.83,-81.61,-39.58
Grassland Birds: All,40,0,2022,-1.113,0.3036,-1.707,-0.5122,-67.16,-81.86,-40.08
Grassland Birds: Native Grassland Specialists,40,1,1970,0,0,0,0,0,0,0
Grassland Birds: Native Grassland Specialists,40,1,1971,0.0202,0.02586,-0.03432,0.07072,2.041,-3.374,7.328
Grassland Birds: Native Grassland Specialists,40,1,1972,0.03639,0.03617,-0.03949,0.107,3.706,-3.872,11.3
Grassland Birds: Native Grassland Specialists,40,1,1973,0.04461,0.04668,-0.05295,0.1354,4.561,-5.157,14.5
Grassland Birds: Native Grassland Specialists,40,1,1974,0.0427,0.05848,-0.07996,0.1581,4.363,-7.685,17.13
Grassland Birds: Native Grassland Specialists,40,1,1975,0.03202,0.07215,-0.1194,0.1742,3.254,-11.25,19.03
Grassland Birds: Native Grassland Specialists,40,1,1976,0.01468,0.08386,-0.1594,0.1793,1.479,-14.73,19.64
Grassland Birds: Native Grassland Specialists,40,1,1977,-0.005022,0.09388,-0.1997,0.1787,-0.5009,-18.1,19.57
Grassland Birds: Native Grassland Specialists,40,1,1978,-0.0275,0.1023,-0.237,0.1741,-2.713,-21.1,19.02
Grassland Birds: Native Grassland Specialists,40,1,1979,-0.0532,0.1104,-0.2786,0.1619,-5.181,-24.32,17.57
Grassland Birds: Native Grassland Specialists,40,1,1980,-0.08256,0.1186,-0.3222,0.1505,-7.924,-27.55,16.24
Grassland Birds: Native Grassland Specialists,40,1,1981,-0.1154,0.1276,-0.3741,0.1358,-10.9,-31.21,14.55
Grassland Birds: Native Grassland Specialists,40,1,1982,-0.1494,0.1377,-0.4271,0.1211,-13.88,-34.76,12.88
Grassland Birds: Native Grassland Specialists,40,1,1983,-0.1834,0.1492,-0.4822,0.1052,-16.76,-38.26,11.1
Grassland Birds: Native Grassland Specialists,40,1,1984,-0.2151,0.1617,-0.5399,0.1012,-19.35,-41.72,10.65
Grassland Birds: Native Grassland Specialists,40,1,1985,-0.2447,0.1754,-0.5958,0.09757,-21.7,-44.89,10.25
Grassland Birds: Native Grassland Specialists,40,1,1986,-0.2742,0.1884,-0.6491,0.09775,-23.98,-47.75,10.27
Grassland Birds: Native Grassland Specialists,40,1,1987,-0.3054,0.2003,-0.7001,0.08738,-26.31,-50.35,9.132
Grassland Birds: Native Grassland Specialists,40,1,1988,-0.3407,0.2119,-0.7627,0.07738,-28.87,-53.36,8.046
Grassland Birds: Native Grassland Specialists,40,1,1989,-0.3797,0.2212,-0.8167,0.05999,-31.59,-55.81,6.183
Grassland Birds: Native Grassland Specialists,40,1,1990,-0.4263,0.2303,-0.8814,0.0227,-34.71,-58.58,2.296
Grassland Birds: Native Grassland Specialists,40,1,1991,-0.4787,0.2387,-0.9502,-0.01126,-38.04,-61.33,-1.12
Grassland Birds: Native Grassland Specialists,40,1,1992,-0.5399,0.2477,-1.027,-0.05789,-41.72,-64.18,-5.624
Grassland Birds: Native Grassland Specialists,40,1,1993,-0.6063,0.2558,-1.114,-0.1133,-45.47,-67.19,-10.71
Grassland Birds: Native Grassland Specialists,40,1,1994,-0.6786,0.2647,-1.207,-0.1653,-49.27,-70.1,-15.24
Grassland Birds: Native Grassland Specialists,40,1,1995,-0.7548,0.2744,-1.306,-0.2252,-52.99,-72.91,-20.16
Grassland Birds: Native Grassland Specialists,40,1,1996,-0.8343,0.285,-1.4,-0.2807,-56.58,-75.35,-24.48
Grassland Birds: Native Grassland Specialists,40,1,1997,-0.9156,0.2963,-1.504,-0.335,-59.97,-77.78,-28.46
Grassland Birds: Native Grassland Specialists,40,1,1998,-0.9973,0.3083,-1.602,-0.391,-63.11,-79.85,-32.36
Grassland Birds: Native Grassland Specialists,40,1,1999,-1.077,0.3202,-1.711,-0.4518,-65.95,-81.94,-36.35
Grassland Birds: Native Grassland Specialists,40,1,2000,-1.153,0.3321,-1.808,-0.5041,-68.43,-83.61,-39.59
Grassland Birds: Native Grassland Specialists,40,1,2001,-1.219,0.3413,-1.9,-0.5498,-70.46,-85.04,-42.29
Grassland Birds: Native Grassland Specialists,40,1,2002,-1.275,0.3508,-1.972,-0.58,-72.05,-86.09,-44.01
Grassland Birds: Native Grassland Specialists,40,1,2003,-1.32,0.3613,-2.036,-0.6045,-73.28,-86.94,-45.37
Grassland Birds: Native Grassland Specialists,40,1,2004,-1.36,0.3707,-2.102,-0.6257,-74.32,-87.78,-46.51
Grassland Birds: Native Grassland Specialists,40,1,2005,-1.396,0.3781,-2.153,-0.6526,-75.25,-88.38,-47.93
Grassland Birds: Native Grassland Specialists,40,1,2006,-1.436,0.3859,-2.204,-0.6761,-76.21,-88.96,-49.14
Grassland Birds: Native Grassland Specialists,40,1,2007,-1.482,0.3922,-2.261,-0.7116,-77.27,-89.57,-50.92
Grassland Birds: Native Grassland Specialists,40,1,2008,-1.534,0.3976,-2.32,-0.7577,-78.44,-90.17,-53.12
Grassland Birds: Native Grassland Specialists,40,1,2009,-1.593,0.403,-2.387,-0.803,-79.66,-90.81,-55.2
Grassland Birds: Native Grassland Specialists,40,1,2010,-1.657,0.4072,-2.459,-0.8572,-80.94,-91.45,-57.57
Grassland Birds: Native Grassland Specialists,40,1,2011,-1.726,0.4112,-2.541,-0.9149,-82.2,-92.12,-59.94
Grassland Birds: Native Grassland Specialists,40,1,2012,-1.795,0.4154,-2.62,-0.9766,-83.39,-92.72,-62.34
Grassland Birds: Native Grassland Specialists,40,1,2013,-1.862,0.42,-2.692,-1.033,-84.47,-93.23,-64.42
Grassland Birds: Native Grassland Specialists,40,1,2014,-1.926,0.4245,-2.765,-1.085,-85.43,-93.7,-66.2
Grassland Birds: Native Grassland Specialists,40,1,2015,-1.988,0.428,-2.835,-1.136,-86.3,-94.13,-67.89
Grassland Birds: Native Grassland Specialists,40,1,2016,-2.047,0.4307,-2.899,-1.192,-87.09,-94.49,-69.65
Grassland Birds: Native Grassland Specialists,40,1,2017,-2.106,0.4322,-2.958,-1.252,-87.82,-94.81,-71.39
Grassland Birds: Native Grassland Specialists,40,1,2018,-2.162,0.4327,-3.015,-1.306,-88.49,-95.1,-72.92
Grassland Birds: Native Grassland Specialists,40,1,2019,-2.214,0.4331,-3.068,-1.361,-89.07,-95.35,-74.37
Grassland Birds: Native Grassland Specialists,40,1,2020,-2.26,0.4336,-3.112,-1.404,-89.56,-95.55,-75.45
Grassland Birds: Native Grassland Specialists,40,1,2021,-2.3,0.434,-3.154,-1.442,-89.97,-95.73,-76.35
Grassland Birds: Native Grassland Specialists,40,1,2022,-2.337,0.435,-3.191,-1.473,-90.33,-95.89,-77.07
Grassland Birds: Present in Agricultural Landscapes,40,2,1970,0,0,0,0,0,0,0
Grassland Birds: Present in Agricultural Landscapes,40,2,1971,9.207e-4,0.01803,-0.03646,0.03732,0.09212,-3.581,3.803
Grassland Birds: Present in Agricultural Landscapes,40,2,1972,0.001019,0.02763,-0.05425,0.05669,0.1019,-5.28,5.833
Grassland Birds: Present in Agricultural Landscapes,40,2,1973,-7.605e-4,0.03633,-0.07296,0.07135,-0.07602,-7.036,7.396
Grassland Birds: Present in Agricultural Landscapes,40,2,1974,-0.005475,0.04485,-0.09412,0.08291,-0.546,-8.982,8.644
Grassland Birds: Present in Agricultural Landscapes,40,2,1975,-0.01304,0.05424,-0.1199,0.09403,-1.296,-11.3,9.859
Grassland Birds: Present in Agricultural Landscapes,40,2,1976,-0.02219,0.06348,-0.1474,0.1022,-2.195,-13.7,10.76
Grassland Birds: Present in Agricultural Landscapes,40,2,1977,-0.03114,0.07143,-0.1749,0.1098,-3.066,-16.05,11.6
Grassland Birds: Present in Agricultural Landscapes,40,2,1978,-0.04009,0.0779,-0.1947,0.1119,-3.93,-17.69,11.85
Grassland Birds: Present in Agricultural Landscapes,40,2,1979,-0.04784,0.0832,-0.2124,0.1148,-4.671,-19.13,12.17
Grassland Birds: Present in Agricultural Landscapes,40,2,1980,-0.05513,0.08769,-0.2302,0.1167,-5.364,-20.57,12.38
Grassland Birds: Present in Agricultural Landscapes,40,2,1981,-0.06314,0.09164,-0.2448,0.116,-6.119,-21.72,12.31
Grassland Birds: Present in Agricultural Landscapes,40,2,1982,-0.07245,0.09561,-0.2613,0.1154,-6.989,-23,12.24
Grassland Birds: Present in Agricultural Landscapes,40,2,1983,-0.08255,0.09952,-0.2806,0.1102,-7.923,-24.47,11.65
Grassland Birds: Present in Agricultural Landscapes,40,2,1984,-0.09296,0.1038,-0.2987,0.1103,-8.877,-25.82,11.67
Grassland Birds: Present in Agricultural Landscapes,40,2,1985,-0.1023,0.1079,-0.316,0.1105,-9.723,-27.09,11.69
Grassland Birds: Present in Agricultural Landscapes,40,2,1986,-0.1101,0.1117,-0.3313,0.1102,-10.43,-28.2,11.65
Grassland Birds: Present in Agricultural Landscapes,40,2,1987,-0.1169,0.1158,-0.3419,0.1098,-11.03,-28.96,11.61
Grassland Birds: Present in Agricultural Landscapes,40,2,1988,-0.1235,0.1194,-0.3561,0.1089,-11.62,-29.96,11.5
Grassland Birds: Present in Agricultural Landscapes,40,2,1989,-0.1321,0.1221,-0.3716,0.1058,-12.38,-31.04,11.16
Grassland Birds: Present in Agricultural Landscapes,40,2,1990,-0.1444,0.1242,-0.3892,0.09734,-13.45,-32.24,10.22
Grassland Birds: Present in Agricultural Landscapes,40,2,1991,-0.1614,0.1265,-0.4095,0.08424,-14.9,-33.6,8.79
Grassland Birds: Present in Agricultural Landscapes,40,2,1992,-0.1834,0.1295,-0.4364,0.06983,-16.75,-35.36,7.232
Grassland Birds: Present in Agricultural Landscapes,40,2,1993,-0.2099,0.1341,-0.4724,0.05229,-18.93,-37.65,5.368
Grassland Birds: Present in Agricultural Landscapes,40,2,1994,-0.2398,0.1394,-0.5141,0.03272,-21.32,-40.19,3.326
Grassland Birds: Present in Agricultural Landscapes,40,2,1995,-0.2703,0.1453,-0.5562,0.01521,-23.69,-42.66,1.533
Grassland Birds: Present in Agricultural Landscapes,40,2,1996,-0.2992,0.1506,-0.5966,-0.001842,-25.86,-44.93,-0.184
Grassland Birds: Present in Agricultural Landscapes,40,2,1997,-0.3258,0.1546,-0.6288,-0.02138,-27.81,-46.68,-2.116
Grassland Birds: Present in Agricultural Landscapes,40,2,1998,-0.3487,0.1581,-0.6592,-0.03674,-29.44,-48.27,-3.607
Grassland Birds: Present in Agricultural Landscapes,40,2,1999,-0.3677,0.1602,-0.6798,-0.0507,-30.76,-49.33,-4.944
Grassland Birds: Present in Agricultural Landscapes,40,2,2000,-0.3817,0.162,-0.6993,-0.06218,-31.73,-50.31,-6.028
Grassland Birds: Present in Agricultural Landscapes,40,2,2001,-0.3903,0.1637,-0.7115,-0.06753,-32.31,-50.91,-6.53
Grassland Birds: Present in Agricultural Landscapes,40,2,2002,-0.3922,0.1662,-0.7196,-0.06599,-32.44,-51.3,-6.386
Grassland Birds: Present in Agricultural Landscapes,40,2,2003,-0.3889,0.1696,-0.7253,-0.05422,-32.22,-51.58,-5.277
Grassland Birds: Present in Agricultural Landscapes,40,2,2004,-0.3827,0.1726,-0.7214,-0.04286,-31.8,-51.4,-4.195
Grassland Birds: Present in Agricultural Landscapes,40,2,2005,-0.3759,0.1745,-0.72,-0.03065,-31.33,-51.32,-3.018
Grassland Birds: Present in Agricultural Landscapes,40,2,2006,-0.3718,0.1759,-0.7208,-0.02735,-31.05,-51.37,-2.697
Grassland Birds: Present in Agricultural Landscapes,40,2,2007,-0.3718,0.1774,-0.7218,-0.0247,-31.05,-51.41,-2.44
Grassland Birds: Present in Agricultural Landscapes,40,2,2008,-0.3767,0.1795,-0.7319,-0.02007,-31.39,-51.9,-1.987
Grassland Birds: Present in Agricultural Landscapes,40,2,2009,-0.3864,0.1828,-0.745,-0.02992,-32.05,-52.52,-2.948
Grassland Birds: Present in Agricultural Landscapes,40,2,2010,-0.4,0.1858,-0.763,-0.0358,-32.97,-53.37,-3.516
Grassland Birds: Present in Agricultural Landscapes,40,2,2011,-0.416,0.188,-0.786,-0.04883,-34.03,-54.43,-4.766
Grassland Birds: Present in Agricultural Landscapes,40,2,2012,-0.4324,0.192,-0.8096,-0.05837,-35.1,-55.5,-5.67
Grassland Birds: Present in Agricultural Landscapes,40,2,2013,-0.4482,0.196,-0.8314,-0.06903,-36.12,-56.46,-6.671
Grassland Birds: Present in Agricultural Landscapes,40,2,2014,-0.4626,0.1996,-0.8519,-0.07758,-37.04,-57.34,-7.465
Grassland Birds: Present in Agricultural Landscapes,40,2,2015,-0.4758,0.2038,-0.8776,-0.0842,-37.86,-58.42,-8.075
Grassland Birds: Present in Agricultural Landscapes,40,2,2016,-0.4878,0.207,-0.894,-0.08576,-38.6,-59.1,-8.219
Grassland Birds: Present in Agricultural Landscapes,40,2,2017,-0.5005,0.2094,-0.91,-0.09534,-39.38,-59.75,-9.093
Grassland Birds: Present in Agricultural Landscapes,40,2,2018,-0.5123,0.2117,-0.929,-0.1014,-40.09,-60.51,-9.639
Grassland Birds: Present in Agricultural Landscapes,40,2,2019,-0.5225,0.2135,-0.944,-0.1085,-40.7,-61.09,-10.28
Grassland Birds: Present in Agricultural Landscapes,40,2,2020,-0.5302,0.2152,-0.9501,-0.1088,-41.15,-61.33,-10.31
Grassland Birds: Present in Agricultural Landscapes,40,2,2021,-0.5357,0.2168,-0.9613,-0.1132,-41.48,-61.76,-10.7
Grassland Birds: Present in Agricultural Landscapes,40,2,2022,-0.5418,0.2183,-0.9696,-0.1188,-41.83,-62.08,-11.2
